Ma ck,gia,eps,pe,gt so sach,klgd10,kl niem yet,kl luu hanh,von hoa
HPT,9.8,2.25,5.03,14.3,4179.0,8272605.0,8117150.0,79.55
HPU,5.3,4.86,1.09,18.18,,2000000.0,2000000.0,10.6
HPW,14.7,1.18,12.41,13.19,1300.0,74206940.0,74206940.0,1090.84
HPX,27.7,1.6,16.97,11.78,513440.0,229995506.0,291990902.0,7942.15
HQC,1.71,0.04,43.42,9.1,7155908.0,476600000.0,476599274.0,810.22
HRB,27.0,3.06,8.82,20.21,,6338400.0,6338400.0,171.14
HRC,40.05,0.29,127.79,17.61,296.0,30206622.0,30206622.0,1126.71
HRG,6.6,0.32,20.81,11.03,,2650000.0,2650000.0,17.49
HSC,179.4,inf,,14.15,,580000.0,580000.0,104.05
HSG,20.9,2.58,8.13,14.81,13258144.0,444625213.0,444369913.0,9309.55
HSL,7.0,1.49,4.77,15.01,292426.0,17167144.0,17167452.0,111.76
HSM,9.8,0.71,13.85,22.77,80.0,20500000.0,20500000.0,200.9
HSP,11.7,0.69,16.93,14.88,,12027086.0,12027086.0,140.72
HST,6.4,0.68,9.41,11.52,,1500000.0,1488440.0,9.53
HT1,16.7,1.77,9.38,14.93,1408638.0,381589911.0,381541911.0,6352.67
HT2,14.3,inf,,11.8,102312.0,88000000.0,88000000.0,1161.55
HTB,21.3,inf,,10.11,,1800000.0,1800000.0,38.34
HTC,28.0,3.59,7.8,24.97,370.0,11000000.0,11000000.0,308.0
HTE,6.9,0.38,18.22,9.21,18759.0,23608165.0,23837245.0,166.86
HTG,18.8,3.44,5.4,19.17,5146.0,22500000.0,22500000.0,418.5
HTI,14.65,2.49,5.81,18.54,113809.0,24949200.0,24949200.0,360.52
HTK,10.0,1.27,7.9,46.36,,1458710.0,1458710.0,14.59
HTL,16.3,1.08,14.77,16.7,3366.0,12000000.0,12000000.0,192.0
HTM,10.9,0.43,25.1,10.28,13813.0,220000000.0,219958600.0,2375.55
HTN,43.6,12.21,3.62,30.72,143415.0,33062221.0,33062221.0,1459.7
HTP,9.0,0.18,50.17,12.03,153.0,1804980.0,1645580.0,14.81
HTR,9.3,1.55,6.02,12.32,,1500700.0,1500700.0,13.96
HTU,8.9,0.26,34.8,11.08,,16438382.0,16438382.0,146.3
HTV,12.7,1.97,6.44,25.31,5963.0,13104000.0,13104000.0,166.42
HTW,10.0,0.39,25.91,19.28,,20400893.0,20400893.0,204.01
HU1,7.85,0.9,8.65,13.53,4604.0,10000000.0,10000000.0,77.9
HU3,7.12,0.38,17.75,15.01,369.0,9999944.0,9999944.0,67.1
HU4,8.0,1.17,6.86,13.34,2220.0,15000000.0,15000000.0,120.0
HU6,6.0,0.84,7.17,11.77,690.0,7500000.0,7500000.0,45.0
HUB,20.05,4.22,4.75,26.37,24441.0,15246000.0,19057316.0,382.1
HUG,31.8,4.92,6.46,18.6,10.0,16259725.0,16259725.0,517.06
HVA,4.0,0.23,17.04,10.15,4930.0,5650000.0,5650000.0,22.6
HVC,14.1,3.64,3.87,17.87,,6920750.0,6920750.0,97.58
HVH,8.96,1.23,7.3,13.95,154060.0,21949995.0,21949995.0,197.55
HVT,31.0,3.04,10.19,20.24,1281.0,10988059.0,10988280.0,340.64
HVX,3.1,0.1,30.42,10.57,530.0,38525250.0,41525250.0,129.56
HWS,11.5,0.95,12.07,10.81,1180.0,87600000.0,87452500.0,1005.7
I10,0.8,1.76,0.45,-3.43,,3500000.0,3500000.0,2.8
I40,3.3,inf,,14.46,,1539120.0,1539120.0,5.08
IBD,12.9,0.87,14.81,10.85,,9000000.0,9000000.0,116.1
ICC,36.0,6.26,5.75,41.84,,3800000.0,3800000.0,136.8
ICG,6.3,0.34,18.46,15.29,1448.0,20000000.0,17572000.0,110.7
ICI,3.2,0.15,21.71,12.54,1530.0,4000000.0,4000000.0,13.2
ICN,58.1,6.61,15.0,20.04,2902.0,8000000.0,8000000.0,496.0
ICT,23.9,inf,,21.34,128710.0,32185000.0,32185000.0,770.83
IDC,35.0,5.48,6.48,11.8,1414859.0,300000000.0,300000000.0,10650.0
IDI,6.4,0.43,15.23,12.42,3274011.0,227644608.0,227644608.0,1491.07
IDJ,16.5,1.91,8.7,12.38,292759.0,32600000.0,32600000.0,541.16
IDN,9.0,1.6,5.62,17.31,,1100000.0,1100000.0,9.9
IDV,57.0,12.35,4.6,24.82,18329.0,18351351.0,17004051.0,965.83
IFC,7.0,0.08,87.54,10.47,210.0,9000000.0,9000000.0,63.0
IFS,18.4,1.4,13.07,9.87,1486.0,87140984.0,87140984.0,1594.68
IHK,14.0,1.65,8.49,13.47,22.0,2141928.0,2141928.0,29.99
IJC,16.25,1.88,9.21,13.9,1247487.0,137097323.0,137097323.0,2378.64
IKH,7.9,0.66,12.01,10.68,,1571000.0,1571000.0,12.41
ILA,2.9,0.47,6.63,10.09,17268.0,16999993.0,16999993.0,52.7
ILB,27.4,2.7,10.02,16.17,137357.0,24502245.0,24502245.0,661.56
ILC,3.8,inf,,0.85,151.0,4074052.0,6079098.0,23.1
ILS,12.6,0.25,51.48,9.05,470.0,36000000.0,36000000.0,460.8
IMP,56.2,2.97,18.99,24.93,82626.0,66705370.0,66671570.0,3760.28
IN4,90.3,9.34,9.67,30.76,,1200000.0,1200000.0,108.36
INC,9.7,1.25,7.77,12.47,220.0,1800000.0,2000000.0,19.4
INN,32.1,4.1,7.81,27.91,15966.0,18000000.0,18000000.0,576.0
IPA,16.7,1.94,9.29,16.02,5600.0,89098248.0,89098248.0,1603.77
IPH,69.0,0.83,83.17,261.04,,1000000.0,38431.0,2.65
IRC,9.4,2.07,4.54,59.13,,17500000.0,2955300.0,27.78
ISH,16.8,1.42,11.9,11.88,4500.0,45000000.0,45000000.0,760.5
IST,21.7,3.39,6.5,14.5,30.0,12008672.0,12008672.0,264.19
ITA,5.49,0.09,60.06,11.45,19367620.0,938463607.0,938321575.0,5320.28
ITC,15.6,2.37,6.54,23.4,13454.0,79726294.0,79285934.0,1228.93
ITD,9.2,1.78,5.16,14.18,77591.0,16000246.0,18992610.0,174.73
ITQ,2.4,0.06,40.44,11.48,84466.0,23843305.0,22123705.0,57.52
ITS,3.7,0.22,17.0,7.02,11600.0,16200000.0,25200000.0,93.24
JSC,2.3,0.27,9.16,10.34,,1550000.0,1510100.0,3.78
JVC,4.69,0.05,91.51,4.71,785253.0,166537461.0,112500171.0,529.88
KAC,8.9,0.75,11.79,13.52,0.0,23999999.0,23999999.0,213.6
KBC,16.45,0.82,20.14,20.15,3271375.0,475711167.0,469760189.0,7751.04
KBE,18.9,2.89,6.54,16.53,,1231060.0,1231060.0,23.27
KBT,6.1,inf,,11.2,10.0,3001699.0,3001710.0,18.31
KCE,9.2,0.59,15.57,18.81,,1500000.0,1500000.0,13.8
KDC,38.4,0.74,51.81,27.65,899387.0,256653397.0,205661141.0,7887.1
KDF,46.6,3.01,15.53,15.25,161560.0,56000000.0,54160000.0,2534.69
KDH,27.7,2.08,13.57,14.37,2000003.0,578657219.0,550806579.0,15532.75
KGM,8.3,0.61,13.63,10.84,10.0,25430000.0,25430000.0,211.07
KGU,15.9,1.93,8.24,27.58,,1489573.0,1489573.0,23.68
KHA,23.6,2.82,8.36,19.55,2564.0,14120309.0,13958779.0,329.43
KHD,8.3,1.4,5.92,11.5,29.0,3262818.0,3262818.0,27.08
KHS,14.7,1.81,8.12,13.81,620.0,12090969.0,12090969.0,177.74
KHW,18.1,1.35,13.39,12.12,10.0,26000000.0,26046600.0,471.44
KIP,20.0,0.72,27.59,18.67,10.0,9800000.0,9800000.0,196.0
KLM,9.6,0.0,2426.66,10.41,,3885000.0,3885000.0,37.3
KMF,14.7,inf,,13.8,32270.0,10383054.0,10383054.0,152.63
KMT,8.1,0.9,8.98,12.63,500.0,9846562.0,9846562.0,79.76
KOS,30.4,0.17,183.69,11.04,273418.0,103750000.0,103750000.0,3200.69
KPF,17.65,1.52,11.17,12.3,15871.0,18017896.0,18017896.0,306.3
KSA,0.48,0.12,4.05,10.67,588604.0,93427360.0,93427360.0,44.85
KSB,29.9,6.6,4.55,26.27,2116096.0,64468478.0,66633078.0,2002.32
KSC,0.5,0.86,0.82,12.4,10.0,3739823.0,3739823.0,2.62
KSE,25.1,5.22,4.81,20.0,,1476000.0,1157500.0,29.05
KSQ,1.6,0.04,35.16,10.44,17531.0,30000000.0,30000000.0,45.0
KST,18.0,3.41,5.27,21.98,210.0,2996010.0,2996010.0,53.93
KSV,9.5,0.36,26.43,10.28,,200000000.0,202367040.0,1922.49
KTB,1.9,0.0,665.52,10.27,,40200000.0,40200000.0,76.38
KTC,11.0,1.43,6.99,11.46,30.0,36473833.0,36473833.0,364.74
KTL,25.0,1.75,14.3,20.15,710.0,6519500.0,19200000.0,480.0
KTS,14.5,0.93,15.54,31.49,2341.0,5070000.0,5070000.0,73.52
KTT,3.2,0.83,4.22,11.46,5730.0,2955000.0,2955000.0,10.34
KTU,7.9,5.53,1.43,17.72,,1210330.0,1210330.0,9.56
L10,18.6,1.79,10.41,24.87,905.0,9890000.0,9790000.0,182.09
L12,4.1,0.54,7.93,12.94,620.0,7000000.0,6738871.0,28.98
L14,51.9,1.93,27.01,13.84,50930.0,24345567.0,24395367.0,1268.56
L18,9.8,0.38,26.02,11.52,15.0,22988008.0,45976016.0,450.56
L43,2.4,0.07,39.32,13.76,1870.0,3500000.0,3500000.0,9.1
L45,2.0,0.02,105.36,8.48,,4800000.0,4800000.0,9.6
L62,9.9,0.08,118.72,13.43,,8298243.0,8298243.0,82.15
L63,9.8,0.02,462.12,12.96,130.0,8279361.0,8279361.0,81.14
LAF,9.5,1.08,9.36,9.69,3445.0,14728019.0,14728019.0,149.49
LAI,11.5,2.15,5.35,16.19,,8550000.0,8550000.0,98.33
LAW,13.6,1.27,10.74,14.14,,12200000.0,12200000.0,165.92
LBC,11.0,2.59,4.25,21.33,,1500000.0,1500000.0,16.5
LBE,34.0,1.24,27.43,18.04,310.0,1100000.0,1095900.0,37.26
LBM,33.45,6.66,4.97,36.83,7015.0,10000000.0,10000000.0,331.0
LCD,6.8,0.58,11.67,19.59,,1474000.0,1499945.0,10.2
LCG,12.45,1.82,6.99,15.05,4213759.0,97248172.0,115248172.0,1469.41
LCM,0.71,0.06,11.99,8.95,44589.0,24633000.0,24632809.0,17.74
LCW,10.0,0.02,597.35,10.03,,21586514.0,21566514.0,215.67
LDG,7.4,1.11,6.67,12.94,8006614.0,240212451.0,239822411.0,1777.08
LDW,13.3,2.52,5.27,85.96,,78800000.0,13816193.0,183.76
LG9,4.0,1.39,2.88,15.04,,5026600.0,5026600.0,20.11
LGC,67.1,1.25,56.07,2.64,664.0,192854765.0,192854765.0,13499.83
LHC,44.5,8.44,5.25,41.22,10214.0,7200000.0,7200000.0,318.96
LHG,34.45,3.4,10.05,24.34,387444.0,50012010.0,50069714.0,1712.38
LIC,5.5,0.37,14.68,3.6,120.0,90000000.0,90000000.0,495.0
LIG,5.5,0.82,6.8,7.22,705544.0,43598032.0,64034124.0,358.59
LIX,53.8,6.39,8.5,20.51,60599.0,32400000.0,32400000.0,1759.32
LKW,27.9,4.15,6.72,19.44,1043.0,2500000.0,2500000.0,69.75
LLM,20.0,0.69,29.44,13.81,29680.0,79726104.0,79726104.0,1610.47
LM8,11.25,0.76,14.98,29.97,2498.0,9388682.0,9388682.0,107.03
LMC,9.3,0.63,14.27,12.21,71150.0,1500000.0,1500000.0,13.5
LMI,9.6,1.59,6.05,16.54,,5500000.0,5500000.0,52.8
LNC,10.0,0.12,80.21,10.27,,8230067.0,8230067.0,82.3
LQN,9.0,0.07,125.37,7.6,,1893540.0,1893540.0,17.04
LSS,7.9,0.13,62.16,22.59,369339.0,70000000.0,66994950.0,525.91
LTG,25.5,3.03,8.74,32.72,825540.0,80593340.0,80593340.0,2135.72
LUT,4.2,0.01,443.43,12.26,84617.0,15000000.0,14960000.0,68.82
LWS,10.3,0.67,15.44,10.94,,17717665.0,17717665.0,182.49
M10,16.9,1.94,8.62,12.26,6123.0,30240000.0,30239756.0,505.0
MAC,6.0,0.14,45.14,11.84,3021.0,15139745.0,15139745.0,98.41
MBG,5.1,0.96,5.29,7.08,929449.0,68095200.0,68095200.0,347.29
MBN,8.9,1.0,8.93,24.82,,5750000.0,5750000.0,51.18
MBS,13.9,1.37,10.04,11.94,418612.0,164331084.0,164322193.0,2267.65
MC3,8.0,0.02,336.45,10.79,110.0,3500000.0,3500000.0,28.0
MCC,13.0,0.73,17.72,13.81,500.0,5016124.0,4986173.0,64.82
MCF,9.1,1.12,8.82,11.07,4196.0,10777838.0,10777838.0,106.7
MCG,1.81,0.25,7.4,4.81,20433.0,57510000.0,52050000.0,96.29
MCH,93.2,6.41,14.51,17.18,43737.0,732034645.0,708793818.0,65917.83
MCO,1.9,0.03,67.65,12.76,6941.0,4103929.0,4103929.0,8.21
MCP,28.4,1.0,28.18,13.8,923.0,15071337.0,15052615.0,425.99
MCT,7.3,0.7,10.42,17.0,,2500000.0,2500000.0,18.25
MCV,3.7,inf,,16.42,205939.0,12092161.0,12092161.0,43.53
MDA,9.0,0.2,45.17,11.59,,1200000.0,1200000.0,10.8
MDC,7.3,1.37,5.31,10.9,1421.0,21418346.0,21418346.0,156.35
MDF,5.0,0.31,16.04,12.12,,55113595.0,55113865.0,275.57
MDG,10.4,1.1,9.91,14.27,308.0,10889031.0,10324781.0,112.54
MDN,13.0,2.38,5.46,16.42,,10935584.0,10935584.0,142.16
MDT,7.5,1.77,4.23,13.29,,1510000.0,1510000.0,11.33
MED,39.0,inf,,27.06,4.0,6280095.0,6280095.0,244.92
MEF,1.6,7.63,0.21,30.95,,3940522.0,3891502.0,6.23
MEG,17.0,1.03,16.53,13.46,,44000000.0,44000000.0,748.0
MEL,8.7,0.31,28.09,12.54,,15000000.0,15000000.0,130.5
MFS,27.0,4.34,6.2,25.79,59186.0,7062979.0,7062979.0,189.99
MGC,5.6,0.43,13.11,10.46,,10800000.0,10800000.0,60.48
MGG,40.3,6.24,7.42,28.41,360.0,8999622.0,8999622.0,416.68
MH3,68.5,8.94,8.05,20.04,28586.0,12000000.0,12000000.0,864.0
MHL,3.1,0.22,15.44,11.85,1129.0,5430923.0,5288623.0,17.98
MHY,18.8,2.83,6.65,7254.06,,31800.0,31800.0,0.6
MIC,5.9,0.72,8.21,9.63,346.0,5544946.0,5573521.0,32.88
MIE,10.1,0.04,266.26,9.91,,141991500.0,141991500.0,1434.11
MIG,13.4,1.1,12.12,,146089.0,130000000.0,130000000.0,1729.0
MIH,5.4,inf,,15.02,9860.0,4000000.0,3780000.0,20.41
MJC,12.0,2.55,4.71,15.27,,1596620.0,1596620.0,19.16
MKP,40.5,1.33,30.56,54.26,731.0,23249000.0,22971354.0,930.34
MKV,26.0,0.83,31.17,11.19,,5000038.0,5000038.0,130.0
MLC,7.3,1.44,5.08,35.54,,4171175.0,4171175.0,30.45
MLN,2.0,0.81,2.83,11.35,10712.0,48625332.0,48625332.0,111.84
MML,47.9,0.36,136.65,16.7,33661.0,326714847.0,326714847.0,15878.34
MNB,26.0,2.42,10.74,19.58,41.0,18200000.0,18200000.0,473.2
MND,10.0,0.5,19.82,13.53,140.0,2194475.0,2194475.0,21.94
MPC,30.4,2.72,11.34,25.49,151234.0,200000000.0,197086610.0,6070.27
MPY,7.4,0.87,8.51,11.0,,6143000.0,6143000.0,45.46
MQB,9.7,1.05,9.21,311.86,,3675675.0,3675675.0,35.65
MQN,36.0,11.09,4.6,39.71,7266.0,3060353.0,3060466.0,113.24
MRF,25.3,1.82,15.97,19.48,17.0,3675404.0,3675404.0,106.59
MSH,41.0,5.18,7.93,26.02,117512.0,50009400.0,50009400.0,2055.39
MSN,84.5,2.06,41.01,17.5,992902.0,1174683246.0,1174683246.0,99260.73
MST,5.2,0.26,21.38,10.6,813829.0,35519986.0,35519986.0,195.36
MTC,9.5,0.02,498.11,10.75,,5200000.0,5165000.0,49.07
MTG,3.1,0.24,13.08,6.18,593.0,11999995.0,6300000.0,19.53
MTH,19.0,0.88,24.78,23.96,20.0,4787910.0,4787910.0,104.38
MTL,5.4,0.0,1892.97,9.71,1630.0,6000000.0,6000000.0,32.4
MTP,10.2,1.16,8.77,12.38,,6598367.0,6593767.0,67.26
MTS,14.4,0.97,14.83,11.44,,15000000.0,15000000.0,216.0
MTV,13.6,2.8,4.86,18.28,2.0,5400000.0,5400000.0,73.44
MVB,12.8,2.89,4.43,12.9,2305.0,105000000.0,105000000.0,1344.0
MVC,8.7,0.75,11.67,11.8,550.0,100000000.0,100000000.0,870.0
MVN,10.0,0.08,130.19,6.07,2220.0,1069300000.0,1069300000.0,10693.0
MVY,23.3,1.47,15.82,17.1,,5969946.0,5969946.0,139.1
MWG,115.3,8.47,13.63,33.61,989860.0,345562841.0,452650454.0,52281.13
NAC,2.6,2.59,1.0,11.19,,2835000.0,2835000.0,7.37
NAF,20.5,1.48,13.84,15.56,261814.0,47567852.0,47567790.0,975.14
NAG,4.5,0.61,7.57,12.28,35853.0,15888636.0,15888636.0,73.09
NAP,12.5,0.44,30.42,10.73,290.0,21517200.0,21517200.0,290.48
NAS,27.5,inf,,18.81,472.0,8315764.0,8315764.0,229.52
NAU,9.7,0.14,67.88,37.07,,3669999.0,3669999.0,35.6
NAV,20.9,3.33,6.27,13.23,128.0,8000000.0,7999980.0,167.2
NAW,9.5,0.02,459.11,12.67,133.0,37385983.0,29562207.0,280.84
NBB,22.0,1.92,12.04,26.0,8324.0,100475656.0,78249916.0,1811.49
NBC,5.9,0.25,23.64,11.79,85691.0,36999124.0,36999124.0,218.29
NBE,7.4,1.78,4.16,13.74,2150.0,5000000.0,5000000.0,37.0
NBP,12.3,2.02,5.95,20.53,290.0,12865500.0,12865500.0,154.39
NBR,9.0,2.03,4.43,13.02,,1806000.0,1806000.0,16.25
NBS,40.0,9.1,4.4,51.88,20.0,3153200.0,3153200.0,126.13
NBT,13.0,1.9,6.84,12.93,,29400000.0,29400000.0,382.2
NBW,27.0,1.43,17.0,15.05,20.0,10900000.0,10900000.0,264.87
NCT,71.0,7.66,9.25,16.63,37860.0,26166940.0,26165732.0,1855.15
ND2,28.3,2.14,13.56,13.75,1254.0,49993960.0,49993960.0,1449.82
NDC,36.6,8.83,5.8,38.9,10.0,5680000.0,5964000.0,305.36
NDF,0.5,1.09,0.46,11.09,4110.0,7853800.0,7853800.0,3.93
NDN,20.7,4.26,5.04,14.52,649412.0,62311555.0,62311555.0,1339.7
NDP,29.9,2.39,14.36,19.1,11.0,11100000.0,11100000.0,380.73
NDW,9.4,0.93,10.16,10.74,,34311748.0,34311748.0,322.53
NDX,8.5,0.54,15.81,7.29,3960.0,6087557.0,9587557.0,81.49
NED,8.6,2.03,4.23,10.13,4193.0,40500000.0,40500000.0,348.3
NET,58.6,5.86,10.0,15.96,1504.0,22398374.0,22398374.0,1312.54
NFC,7.9,0.49,16.06,11.45,,15731260.0,15731327.0,124.28
NHA,19.0,2.82,6.81,14.17,118693.0,24144965.0,24144965.0,463.58
NHC,27.6,4.52,6.62,20.65,4375.0,3041542.0,3041542.0,90.94
NHH,47.5,1.39,34.82,15.78,202885.0,34440000.0,36440000.0,1749.12
NHN,30.0,12.39,2.42,14.71,,200000000.0,200000000.0,6000.0
NHS,16.0,0.34,47.06,16.03,1341171.0,60750000.0,60750000.0,959.85
NHT,36.4,2.87,12.72,13.26,9276.0,15411541.0,15411541.0,562.52
NHV,25.1,1.81,13.89,15.46,,3223600.0,3223600.0,80.91
NHW,11.6,inf,,15.22,80.0,22950627.0,22937911.0,247.73
NIS,9.4,inf,,10.72,2340.0,3000000.0,2808000.0,27.8
NKD,43.0,inf,,20.83,40157.0,15124213.0,15122638.0,623.05
NKG,14.4,0.82,17.91,17.9,6384199.0,181999868.0,171999868.0,2537.0
NLC,27.8,inf,,19.4,14899.0,5000000.0,5000000.0,137.0
NLG,29.2,2.74,10.66,20.08,1105217.0,285270660.0,276056209.0,8060.84
NLS,6.8,1.0,6.79,11.4,,5009800.0,5009800.0,34.07
NMK,6.1,1.07,5.72,15.74,170.0,2700000.0,2700000.0,16.47
NNB,9.9,0.36,27.62,10.35,,15080000.0,15080000.0,149.29
NNC,39.3,5.75,6.85,16.99,134158.0,21920000.0,21920000.0,862.55
NNT,24.8,4.95,5.01,18.28,10.0,9490841.0,9490841.0,235.37
NPH,11.4,0.31,36.49,13.31,,2000000.0,2000000.0,22.8
NPS,23.0,0.3,87.36,14.57,240.0,2170000.0,2170000.0,57.29
NQB,26.9,0.38,70.87,10.64,,17230204.0,17230204.0,463.49
NQN,31.6,0.98,32.36,11.28,10.0,50831593.0,50831593.0,1606.28
NQT,8.7,0.64,13.58,10.83,,18233269.0,18233269.0,158.63
NRC,13.2,1.0,13.84,14.64,131731.0,28979805.0,30179805.0,398.37
NS2,10.0,0.22,44.57,10.21,40.0,56800000.0,56800000.0,568.0
NS3,18.4,2.71,8.15,17.07,520.0,6600000.0,7919999.0,145.73
NSC,79.5,11.09,7.21,59.21,14041.0,17586988.0,17574516.0,1405.96
NSH,4.2,0.09,44.35,11.54,168191.0,20693437.0,20693437.0,80.7
NSL,10.2,2.56,6.42,16.25,370.0,6209630.0,10000000.0,102.0
NSS,12.2,2.24,5.44,18.42,,10263942.0,10263942.0,125.22
NST,7.0,0.91,7.56,15.03,71692.0,11202003.0,11202003.0,77.29
NT2,23.7,2.2,10.76,14.22,699991.0,287876029.0,287876029.0,6808.27
NTC,246.9,18.64,23.24,45.46,64496.0,16000000.0,23999980.0,6813.59
NTF,25.0,0.38,66.14,13.43,,6000000.0,6000000.0,150.0
NTH,29.4,2.15,13.75,13.26,3030.0,10802053.0,10802053.0,318.66
NTL,22.7,3.76,6.11,18.01,798955.0,63600000.0,60989950.0,1402.77
NTP,36.7,3.81,9.58,22.77,123227.0,117796183.0,117796183.0,4299.56
NTR,4.8,2.08,2.31,12.47,,1492000.0,1492000.0,7.16
NTW,19.0,1.25,15.24,17.43,1640.0,10000000.0,10000000.0,190.0
NUE,8.3,1.03,8.06,11.6,790.0,6000000.0,6000000.0,49.8
NVL,65.5,5.89,11.39,25.64,2268494.0,984273682.0,985449747.0,66123.68
NVP,6.3,0.18,34.77,11.67,,10963000.0,10963000.0,69.07
NVT,5.71,0.02,273.93,3.01,13934.0,90500000.0,90500000.0,520.38
NWT,5.6,0.37,15.04,10.42,,8500000.0,8500000.0,47.6
